Word,file1_col1,file1_col2,file2_col1,file2_col2,file2_col3,file2_col4,file2_col5,file2_col6,file2_col7,file2_col8,file2_col9,file2_col10,file2_col11,file2_col12,file2_col13,file2_col14,file2_col15,file2_col16,file2_col17,file2_col18
pant,3287,pant,pant,pants,panted,panting,pantings,,,,,,,,,,,,,
paper,475,paper,paper,papered;papers,papered;papering,papering;paperings,paperings,,,,,,,,,,,,,
par,2975,par,par,pars,parred,parring,parrings,,,,,,,,,,,,,
parade,3841,parade,parade,parades,paraded,parading,paradings,,,,,,,,,,,,,
paradigm,4735,paradigm,paradigm,paradigms,,,,,,,,,,,,,,,,
paragraph,2668,paragraph,paragraph,paragraphs,paragraphed,paragraphing,paragraphings,,,,,,,,,,,,,
parallel,2329,parallel,parallel,parallels,paralleled,paralleling,parallelings,,,,,,,,,,,,,
parameter,3161,parameter,parameter,parameters,,,,,,,,,,,,,,,,
parcel,4491,parcel,parcel,parcels,parceled,parceling,parcelings,parcelled,parcelling,parcellings,,,,,,,,,,
pardon,4345,pardon,pardon,pardons,pardoned,pardoning,pardonings,,,,,,,,,,,,,
parent,347,parent,parent,parented;parents,parented;parenting,parenting;parentings,parentings,,,,,,,,,,,,,
parental,3842,parental,parental,parentals,,,,,,,,,,,,,,,,
park,707,park,park,parked;parks,parked;parking,parking;parkings,parkings,,,,,,,,,,,,,
part,180,part,part,parted;parts,parted;parting,parting;partings,partings,,,,,,,,,,,,,
partial,3385,partial,partial,partials,,,,,,,,,,,,,,,,
partially,3797,partially,partially,,,,,,,,,,,,,,,,,
participant,1700,participant,participant,participants,,,,,,,,,,,,,,,,
participate,1518,participate,participate,participates,participated,participating,participatings,,,,,,,,,,,,,
participation,2578,participation,participation,participations,,,,,,,,,,,,,,,,
particle,3216,particle,particle,particles,,,,,,,,,,,,,,,,
particular,517,particular,particular,particulars,,,,,,,,,,,,,,,,
particularly,651,particularly,particularly,,,,,,,,,,,,,,,,,
partly,1966,partly,partly,,,,,,,,,,,,,,,,,
partner,1186,partner,partner,partners,partnered,partnering,partnerings,,,,,,,,,,,,,
partnership,2577,partnership,partnership,partnerships,,,,,,,,,,,,,,,,
party,349,party,party,partied;parties,partied;partying,partying;partys,partys,,,,,,,,,,,,,
pass,466,pass,pass,passed;passes,passed;passing,passing;passings,passings,,,,,,,,,,,,,
passage,1908,passage,passage,passages,,,,,,,,,,,,,,,,
passenger,1745,passenger,passenger,passengers,,,,,,,,,,,,,,,,
passion,2495,passion,passion,passions,,,,,,,,,,,,,,,,
passport,4394,passport,passport,passports,,,,,,,,,,,,,,,,
past,380,past,past,,,,,,,,,,,,,,,,,
patent,3588,patent,patent,patents,patented,patenting,patentings,,,,,,,,,,,,,
path,1345,path,path,paths,,,,,,,,,,,,,,,,
pathway,4372,pathway,pathway,pathways,,,,,,,,,,,,,,,,
patience,3807,patience,patience,patiences,,,,,,,,,,,,,,,,
patient,639,patient,patient,patients,,,,,,,,,,,,,,,,
patron,4856,patron,patron,patrons,,,,,,,,,,,,,,,,
pattern,933,pattern,pattern,patterns,patterned,patterning,patternings,,,,,,,,,,,,,
pause,699,pause,pause,paused;pauses,paused;pausing,pausing;pausings,pausings,,,,,,,,,,,,,
pay,270,pay,pay,paid;pays,paid;payed,payed;paying,paying;payings,payings,,,,,,,,,,,,
payment,1318,payment,payment,payments,,,,,,,,,,,,,,,,
peace,1176,peace,peace,peaces,,,,,,,,,,,,,,,,
peak,1711,peak,peak,peaks,peaked,peaking,peakings,,,,,,,,,,,,,
peasant,3845,peasant,peasant,peasants,,,,,,,,,,,,,,,,
peer,2057,peer,peer,peers,peered,peering,peerings,,,,,,,,,,,,,
pen,2370,pen,pen,pens,penned,penning,pennings,,,,,,,,,,,,,
penalty,2580,penalty,penalty,penalties,,,,,,,,,,,,,,,,
pension,2058,pension,pension,pensions,pensioned,pensioning,pensionings,,,,,,,,,,,,,
people,107,people,people,peopled;peoples,peopled;peopling,peopling;peoplings,peoplings,,,,,,,,,,,,,
pepper,4114,pepper,pepper,peppers,peppered,peppering,pepperings,,,,,,,,,,,,,
per,423,per,per,,,,,,,,,,,,,,,,,
perceive,2153,perceive,perceive,perceives,perceived,perceiving,perceivings,,,,,,,,,,,,,
percent,599,percent,percent,percents,,,,,,,,,,,,,,,,
percentage,1175,percentage,percentage,percentages,,,,,,,,,,,,,,,,
perception,2192,perception,perception,perceptions,,,,,,,,,,,,,,,,
perfect,1161,perfect,perfect,perfects,perfected,perfecting,perfectings,,,,,,,,,,,,,
perfectly,1938,perfectly,perfectly,,,,,,,,,,,,,,,,,
perform,985,perform,perform,performs,performed,performing,performings,,,,,,,,,,,,,
performance,609,performance,performance,performances,,,,,,,,,,,,,,,,
performer,3326,performer,performer,performers,,,,,,,,,,,,,,,,
perhaps,463,perhaps,perhaps,,,,,,,,,,,,,,,,,
period,432,period,period,periods,,,,,,,,,,,,,,,,
peripheral,4899,peripheral,peripheral,peripherals,,,,,,,,,,,,,,,,
permanent,1832,permanent,permanent,,,,,,,,,,,,,,,,,
permanently,4509,permanently,permanently,,,,,,,,,,,,,,,,,
permission,2464,permission,permission,permissions,,,,,,,,,,,,,,,,
permit,1639,permit,permit,permits,permitted,permitting,permittings,,,,,,,,,,,,,
person,313,person,person,persons,,,,,,,,,,,,,,,,
personal,635,personal,personal,personals,,,,,,,,,,,,,,,,
personality,1702,personality,personality,personalities,,,,,,,,,,,,,,,,
personally,1949,personally,personally,,,,,,,,,,,,,,,,,
personnel,2551,personnel,personnel,personnels,,,,,,,,,,,,,,,,
perspective,1546,perspective,perspective,perspectives,,,,,,,,,,,,,,,,
persuade,2141,persuade,persuade,persuades,persuaded,persuading,persuadings,,,,,,,,,,,,,
pet,2995,pet,pet,pets,petted,petting,pettings,,,,,,,,,,,,,
petition,4279,petition,petition,petitions,petitioned,petitioning,petitionings,,,,,,,,,,,,,
pharmaceutical,4194,pharmaceutical,pharmaceutical,pharmaceuticals,,,,,,,,,,,,,,,,
phase,1747,phase,phase,phases,phased,phasing,phasings,,,,,,,,,,,,,
phenomenon,2146,phenomenon,phenomenon,phenomena,,,,,,,,,,,,,,,,
philosopher,4457,philosopher,philosopher,philosophers,,,,,,,,,,,,,,,,
philosophical,4298,philosophical,philosophical,philosophicals,,,,,,,,,,,,,,,,
philosophy,2348,philosophy,philosophy,philosophies,,,,,,,,,,,,,,,,
phone,529,phone,phone,phoned;phones,phoned;phoning,phoning;phonings,phonings,,,,,,,,,,,,,
photo,1258,photo,photo,photos,,,,,,,,,,,,,,,,
photograph,1232,photograph,photograph,photographs,photographed,photographing,photographings,,,,,,,,,,,,,
photographer,3438,photographer,photographer,photographers,,,,,,,,,,,,,,,,
photography,4081,photography,photography,photographies,,,,,,,,,,,,,,,,
phrase,1845,phrase,phrase,phrases,phrased,phrasing,phrasings,,,,,,,,,,,,,
physical,1170,physical,physical,physicals,,,,,,,,,,,,,,,,
physically,3047,physically,physically,,,,,,,,,,,,,,,,,
physician,3198,physician,physician,physicians,,,,,,,,,,,,,,,,
physics,4976,physics,physics,,,,,,,,,,,,,,,,,
piano,2641,piano,piano,pianos,,,,,,,,,,,,,,,,
pick,633,pick,pick,picked;picks,picked;picking,picking;pickings,pickings,,,,,,,,,,,,,
picnic,3893,picnic,picnic,picnics,picnicked,picnicking,picnickings,,,,,,,,,,,,,
picture,559,picture,picture,pictured;pictures,pictured;picturing,picturing;picturings,picturings,,,,,,,,,,,,,
pie,3121,pie,pie,pies,,,,,,,,,,,,,,,,
piece,658,piece,piece,pieced;pieces,pieced;piecing,piecing;piecings,piecings,,,,,,,,,,,,,
pig,2569,pig,pig,pigs,pigged,pigging,piggings,,,,,,,,,,,,,
pile,2568,pile,pile,piles,piled,piling,pilings,,,,,,,,,,,,,
pill,3838,pill,pill,pills,pilled,pilling,pillings,,,,,,,,,,,,,
pillow,4766,pillow,pillow,pillows,pillowed,pillowing,pillowings,,,,,,,,,,,,,
pilot,1846,pilot,pilot,pilots,piloted,piloting,pilotings,,,,,,,,,,,,,
pink,2288,pink,pink,pinks,pinked,pinking,pinker,pinkest,,,,,,,,,,,,
pipe,2637,pipe,pipe,pipes,piped,piping,pipings,,,,,,,,,,,,,
pitch,2107,pitch,pitch,pitches,pitched,pitching,pitchings,,,,,,,,,,,,,
pizza,3702,pizza,pizza,pizzas,,,,,,,,,,,,,,,,
place,164,place,place,placed;places,placed;placing,placing;placings,placings,,,,,,,,,,,,,
placement,4494,placement,placement,placements,,,,,,,,,,,,,,,,
plain,2011,plain,plain,plains,plainer,plainest,,,,,,,,,,,,,,
plan,282,plan,plan,planned;plans,planned;planning,planning;plannings,plannings,,,,,,,,,,,,,
plane,1309,plane,plane,planes,planed,planing,planings,,,,,,,,,,,,,
planet,2269,planet,planet,planets,,,,,,,,,,,,,,,,
planner,4823,planner,planner,planners,,,,,,,,,,,,,,,,
plant,721,plant,plant,plants,planted,planting,plantings,,,,,,,,,,,,,
plastic,1900,plastic,plastic,plastics,,,,,,,,,,,,,,,,
plate,1755,plate,plate,plates,plated,plating,platings,,,,,,,,,,,,,
platform,2221,platform,platform,platforms,,,,,,,,,,,,,,,,
play,208,play,play,played;plays,played;playing,playing;playings,playings,,,,,,,,,,,,,
player,765,player,player,players,,,,,,,,,,,,,,,,
pleasant,2364,pleasant,pleasant,pleasanter,pleasantest,,,,,,,,,,,,,,,
please,521,please,please,pleased;pleases,pleased;pleasing,pleasing;pleasings,pleasings,,,,,,,,,,,,,
pleasure,1333,pleasure,pleasure,pleasures,pleasured,pleasuring,pleasurings,,,,,,,,,,,,,
plenty,1592,plenty,plenty,plenties,,,,,,,,,,,,,,,,
plot,2001,plot,plot,plots,plotted,plotting,plottings,,,,,,,,,,,,,
plow,4987,plow,plow,plows,plowed,plowing,plough,ploughed,ploughing,ploughs,ploughings,,,,,,,,,
plug,3370,plug,plug,plugs,plugged,plugging,pluggings,,,,,,,,,,,,,
plus,1306,plus,plus,pluses,,,,,,,,,,,,,,,,
pocket,1915,pocket,pocket,pockets,pocketed,pocketing,pocketings,,,,,,,,,,,,,
poem,2261,poem,poem,poems,,,,,,,,,,,,,,,,
poet,2565,poet,poet,poets,,,,,,,,,,,,,,,,
poetry,2583,poetry,poetry,poetries,,,,,,,,,,,,,,,,
point,181,point,point,pointed;points,pointed;pointing,pointing;pointings,pointings,,,,,,,,,,,,,
pole,3482,pole,pole,poles,poled,poling,polings,,,,,,,,,,,,,
police,666,police,police,policed;polices,policed;policing,policing;policings,policings,,,,,,,,,,,,,
policy,449,policy,policy,policies,,,,,,,,,,,,,,,,
polish,3722,polish,polish,polishes,polished,polishing,polishings,,,,,,,,,,,,,
polite,3958,polite,polite,politer,politest,,,,,,,,,,,,,,,
political,444,political,political,politicals,,,,,,,,,,,,,,,,
politically,3219,politically,politically,,,,,,,,,,,,,,,,,
politician,1862,politician,politician,politicians,,,,,,,,,,,,,,,,
politics,1157,politics,politics,,,,,,,,,,,,,,,,,
poll,1734,poll,poll,polls,polled,polling,pollings,,,,,,,,,,,,,
pollute,4854,pollute,pollute,pollutes,polluted,polluting,pollutings,,,,,,,,,,,,,
pollution,2214,pollution,pollution,pollutions,,,,,,,,,,,,,,,,
pool,1386,pool,pool,pools,pooled,pooling,poolings,,,,,,,,,,,,,
poor,668,poor,poor,poorer,poorest,,,,,,,,,,,,,,,
poorly,4011,poorly,poorly,,,,,,,,,,,,,,,,,
pop,1339,pop,pop,pops,popped,popping,poppings,,,,,,,,,,,,,
popular,840,popular,popular,populars,,,,,,,,,,,,,,,,
popularity,3294,popularity,popularity,,,,,,,,,,,,,,,,,
population,760,population,population,populations,,,,,,,,,,,,,,,,
port,2106,port,port,ports,ported,porting,portings,,,,,,,,,,,,,
portable,4673,portable,portable,portables,,,,,,,,,,,,,,,,
portfolio,2908,portfolio,portfolio,portfolios,,,,,,,,,,,,,,,,
portion,2279,portion,portion,portions,portioned,portioning,portionings,,,,,,,,,,,,,
portrait,2763,portrait,portrait,portraits,,,,,,,,,,,,,,,,
portray,3594,portray,portray,portrays,portrayed,portraying,portrayings,,,,,,,,,,,,,
pose,2257,pose,pose,poses,posed,posing,posings,,,,,,,,,,,,,
position,476,position,position,positioned;positions,positioned;positioning,positioning;positionings,positionings,,,,,,,,,,,,,
positive,909,positive,positive,positives,,,,,,,,,,,,,,,,
positively,3961,positively,positively,,,,,,,,,,,,,,,,,
possess,2463,possess,possess,possesses,possessed,possessing,possessings,,,,,,,,,,,,,
possession,2591,possession,possession,possessions,,,,,,,,,,,,,,,,
possibility,1001,possibility,possibility,possibilities,,,,,,,,,,,,,,,,
possible,340,possible,possible,possibles,,,,,,,,,,,,,,,,
possibly,1397,possibly,possibly,possiblies,,,,,,,,,,,,,,,,
post,978,post,post,posts,posted,posting,postings,,,,,,,,,,,,,
postcard,5027,postcard,postcard,postcards,,,,,,,,,,,,,,,,
poster,3474,poster,poster,posters,,,,,,,,,,,,,,,,
postpone,3985,postpone,postpone,postpones,postponed,postponing,postponings,,,,,,,,,,,,,
pot,2600,pot,pot,pots,potted,potting,pottings,,,,,,,,,,,,,
potato,2673,potato,potato,potatoes,potatos,,,,,,,,,,,,,,,
potential,880,potential,potential,potentials,,,,,,,,,,,,,,,,
potentially,2608,potentially,potentially,,,,,,,,,,,,,,,,,
pound,1034,pound,pound,pounded;pounds,pounded;pounding,pounding;poundings,poundings,,,,,,,,,,,,,
pour,2185,pour,pour,pours,poured,pouring,pourings,,,,,,,,,,,,,
poverty,2325,poverty,poverty,,,,,,,,,,,,,,,,,
powder,3750,powder,powder,powders,powdered,powdering,powderings,,,,,,,,,,,,,
power,381,power,power,powered;powers,powered;powering,powering;powerings,powerings,,,,,,,,,,,,,
powerful,1350,powerful,powerful,,,,,,,,,,,,,,,,,
practical,1648,practical,practical,practicals,,,,,,,,,,,,,,,,
practice,534,practice,practice,practices,practiced,practicing,practise,practised,practises,practising,practisings,,,,,,,,,
practitioner,3727,practitioner,practitioner,practitioners,,,,,,,,,,,,,,,,
pragmatic,4834,pragmatic,pragmatic,pragmatics,,,,,,,,,,,,,,,,
praise,2523,praise,praise,praises,praised,praising,praisings,,,,,,,,,,,,,
pray,2689,pray,pray,prays,prayed,praying,prayings,,,,,,,,,,,,,
precede,3169,precede,precede,precedes,preceded,preceding,precedings,,,,,,,,,,,,,
precise,2773,precise,precise,,,,,,,,,,,,,,,,,
precisely,2392,precisely,precisely,,,,,,,,,,,,,,,,,
predator,5007,predator,predator,predators,,,,,,,,,,,,,,,,
predict,1611,predict,predict,predicts,predicted,predicting,predictings,,,,,,,,,,,,,
prediction,3181,prediction,prediction,predictions,,,,,,,,,,,,,,,,
predominantly,4555,predominantly,predominantly,,,,,,,,,,,,,,,,,
prefer,999,prefer,prefer,prefers,prefered,preferring,preferred,prefering,preferings,,,,,,,,,,,
preference,2433,preference,preference,preferences,,,,,,,,,,,,,,,,
pregnancy,2793,pregnancy,pregnancy,pregnancies,,,,,,,,,,,,,,,,
pregnant,2561,pregnant,pregnant,,,,,,,,,,,,,,,,,
prejudice,3678,prejudice,prejudice,prejudices,prejudiced,prejudicing,prejudicings,,,,,,,,,,,,,
preliminary,3453,preliminary,preliminary,preliminaries,,,,,,,,,,,,,,,,
premise,2023,premise,premise,premises,premised,premising,premisings,,,,,,,,,,,,,
premium,3093,premium,premium,premiums,,,,,,,,,,,,,,,,
preparation,2078,preparation,preparation,preparations,,,,,,,,,,,,,,,,
prepare,654,prepare,prepare,prepares,prepared,preparing,preparings,,,,,,,,,,,,,
prescribe,2983,prescribe,prescribe,prescribes,prescribed,prescribing,prescribings,,,,,,,,,,,,,
prescription,3751,prescription,prescription,prescriptions,,,,,,,,,,,,,,,,
presence,1236,presence,presence,presences,,,,,,,,,,,,,,,,
present,325,present,present,presented;presents,presented;presenting,presenting;presentings,presentings,,,,,,,,,,,,,
presentation,1731,presentation,presentation,presentations,,,,,,,,,,,,,,,,
preserve,1985,preserve,preserve,preserves,preserved,preserving,preservings,,,,,,,,,,,,,
president,662,president,president,presidents,,,,,,,,,,,,,,,,
presidential,1937,presidential,presidential,presidentials,,,,,,,,,,,,,,,,
press,724,press,press,pressed;presses,pressed;pressing,pressing;pressings,pressings,,,,,,,,,,,,,
pressure,859,pressure,pressure,pressures,pressured,pressuring,pressurings,,,,,,,,,,,,,
presumably,2650,presumably,presumably,,,,,,,,,,,,,,,,,
presume,3839,presume,presume,presumes,presumed,presuming,presumings,,,,,,,,,,,,,
pretend,2610,pretend,pretend,pretends,pretended,pretending,pretendings,,,,,,,,,,,,,
pretty,687,pretty,pretty,pretties;prettyed,prettyed;prettying,prettier;prettying,prettier;prettiest,prettiest,,,,,,,,,,,,
prevent,1076,prevent,prevent,prevents,prevented,preventing,preventings,,,,,,,,,,,,,
previous,972,previous,previous,,,,,,,,,,,,,,,,,
previously,1612,previously,previously,,,,,,,,,,,,,,,,,
prey,4499,prey,prey,preys,preyed,preying,preyings,,,,,,,,,,,,,
price,346,price,price,priced;prices,priced;pricing,pricing;pricings,pricings,,,,,,,,,,,,,
pride,2613,pride,pride,prides,prided,priding,pridings,,,,,,,,,,,,,
primarily,2004,primarily,primarily,primarilies,,,,,,,,,,,,,,,,
primary,1117,primary,primary,primaries,,,,,,,,,,,,,,,,
prime,1888,prime,prime,primes,primed,priming,primings,,,,,,,,,,,,,
primitive,4443,primitive,primitive,primitives,,,,,,,,,,,,,,,,
principal,1605,principal,principal,principals,,,,,,,,,,,,,,,,
principle,1121,principle,principle,principles,principled,,,,,,,,,,,,,,,
print,1150,print,print,prints,printed,printing,printings,,,,,,,,,,,,,
printer,2714,printer,printer,printers,,,,,,,,,,,,,,,,
prior,1842,prior,prior,priors,,,,,,,,,,,,,,,,
priority,1843,priority,priority,priorities,,,,,,,,,,,,,,,,
prison,1512,prison,prison,prisons,prisoned,prisoning,prisonings,,,,,,,,,,,,,
prisoner,2131,prisoner,prisoner,prisoners,,,,,,,,,,,,,,,,
private,698,private,private,,,,,,,,,,,,,,,,,
privilege,2487,privilege,privilege,privileges,privileged,privileging,privilegings,,,,,,,,,,,,,
prize,2055,prize,prize,prizes,prized,prizing,prise,prises,prised,prising,prisings,,,,,,,,,
pro,2679,pro,pro,pros,,,,,,,,,,,,,,,,
probability,2782,probability,probability,probabilities,,,,,,,,,,,,,,,,
probable,4961,probable,probable,probables,,,,,,,,,,,,,,,,
probably,378,probably,probably,,,,,,,,,,,,,,,,,
probe,3415,probe,probe,probes,probed,probing,probings,,,,,,,,,,,,,
problem,170,problem,problem,problems,,,,,,,,,,,,,,,,
problematic,4596,problematic,problematic,problematics,,,,,,,,,,,,,,,,
procedure,1218,procedure,procedure,procedures,,,,,,,,,,,,,,,,
proceed,1417,proceed,proceed,proceeds,proceeded,proceeding,proceedings,,,,,,,,,,,,,
process,336,process,process,processed;processes,processed;processing,processing;processings,processings,,,,,,,,,,,,,
processor,3498,processor,processor,processors,,,,,,,,,,,,,,,,
produce,467,produce,produce,produced;produces,produced;producing,producing;producings,producings,,,,,,,,,,,,,
producer,1854,producer,producer,producers,,,,,,,,,,,,,,,,
product,354,product,product,products,,,,,,,,,,,,,,,,
production,763,production,production,productions,,,,,,,,,,,,,,,,
productive,3111,productive,productive,,,,,,,,,,,,,,,,,
productivity,2931,productivity,productivity,productivities,,,,,,,,,,,,,,,,
profession,2537,profession,profession,professions,,,,,,,,,,,,,,,,
professional,986,professional,professional,professionals,,,,,,,,,,,,,,,,
professor,1812,professor,professor,professors,prof,,,,,,,,,,,,,,,
profile,2115,profile,profile,profiles,profiled,profiling,profilings,,,,,,,,,,,,,
profit,950,profit,profit,profits,profited,profiting,profitings,,,,,,,,,,,,,
profitable,3483,profitable,profitable,profitables,,,,,,,,,,,,,,,,
profound,3663,profound,profound,profounder,profoundest,,,,,,,,,,,,,,,
program,290,program,program,programed;programs,programed;programing,programing;programme,programme;programmes,programmed;programmes,programmed;programming,programming;programmings,programmings,,,,,,,,,
progress,1151,progress,progress,progresses,progressed,progressing,progressings,,,,,,,,,,,,,
progressive,3551,progressive,progressive,,,,,,,,,,,,,,,,,
prohibit,3919,prohibit,prohibit,prohibits,prohibited,prohibiting,prohibitings,,,,,,,,,,,,,
project,568,project,project,projected;projects,projected;projecting,projecting;projectings,projectings,,,,,,,,,,,,,
projection,3536,projection,projection,projections,,,,,,,,,,,,,,,,
prominent,2940,prominent,prominent,,,,,,,,,,,,,,,,,
promise,879,promise,promise,promises,promised,promising,promisings,,,,,,,,,,,,,
promote,1342,promote,promote,promotes,promoted,promoting,promotings,,,,,,,,,,,,,
promotion,2494,promotion,promotion,promotions,,,,,,,,,,,,,,,,
prompt,2425,prompt,prompt,prompts,prompted,prompting,promptings,,,,,,,,,,,,,
pronounce,3275,pronounce,pronounce,pronounces,pronounced,pronouncing,pronouncings,,,,,,,,,,,,,
proof,2071,proof,proof,proofs,proofed,proofing,proofings,,,,,,,,,,,,,
proper,1534,proper,proper,propers,,,,,,,,,,,,,,,,
properly,1776,properly,properly,,,,,,,,,,,,,,,,,
property,971,property,property,properties,,,,,,,,,,,,,,,,
proportion,1713,proportion,proportion,proportions,proportioned,proportioning,proportionings,,,,,,,,,,,,,
proposal,1030,proposal,proposal,proposals,,,,,,,,,,,,,,,,
propose,927,propose,propose,proposes,proposed,proposing,proposings,,,,,,,,,,,,,
proposition,3159,proposition,proposition,propositions,propositioned,propositioning,propositionings,,,,,,,,,,,,,
prospect,1999,prospect,prospect,prospects,prospected,prospecting,prospectings,,,,,,,,,,,,,
prospective,4196,prospective,prospective,,,,,,,,,,,,,,,,,
protect,953,protect,protect,protects,protected,protecting,protectings,,,,,,,,,,,,,
protection,1613,protection,protection,protections,,,,,,,,,,,,,,,,
protective,3872,protective,protective,,,,,,,,,,,,,,,,,
protein,2028,protein,protein,proteins,,,,,,,,,,,,,,,,
protest,1758,protest,protest,protests,protested,protesting,protestings,,,,,,,,,,,,,
protocol,4439,protocol,protocol,protocols,,,,,,,,,,,,,,,,
proud,1940,proud,proud,prouder,proudest,,,,,,,,,,,,,,,
prove,798,prove,prove,proves,proved,proving,proven,,,,,,,,,,,,,
provide,255,provide,provide,provided;provides,provided;providing,providing;providings,providings,,,,,,,,,,,,,
provider,3002,provider,provider,providers,,,,,,,,,,,,,,,,
province,2502,province,province,provinces,,,,,,,,,,,,,,,,
provision,1590,provision,provision,provisions,provisioned,provisioning,provisionings,,,,,,,,,,,,,
psychiatric,4931,psychiatric,psychiatric,psychiatrics,,,,,,,,,,,,,,,,
psychological,2573,psychological,psychological,psychologicals,,,,,,,,,,,,,,,,
psychologist,4147,psychologist,psychologist,psychologists,,,,,,,,,,,,,,,,
psychology,3411,psychology,psychology,psychologies,,,,,,,,,,,,,,,,
pub,2191,pub,pub,pubs,,,,,,,,,,,,,,,,
public,337,public,public,publics,,,,,,,,,,,,,,,,
publication,2091,publication,publication,publications,,,,,,,,,,,,,,,,
publicity,3011,publicity,publicity,publicities,,,,,,,,,,,,,,,,
publish,2861,publish,publish,publishes,published,publishing,publishings,,,,,,,,,,,,,
