0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
recovery,recoveries,,,,,,,,,,,,,,,,
recruit,recruits,recruited,recruiting,recruitings,,,,,,,,,,,,,
red,redded;reds,redded;redding,redder;redding,redder;reddest,reddest,,,,,,,,,,,,
reduce,reduces,reduced,reducing,reducings,,,,,,,,,,,,,
reduction,reductions,,,,,,,,,,,,,,,,
refer,refers,refered,referring,referred,refering,referings,,,,,,,,,,,
reference,references,referenced,referencing,referencings,,,,,,,,,,,,,
reflect,reflects,reflected,reflecting,reflectings,,,,,,,,,,,,,
reflection,reflections,,,,,,,,,,,,,,,,
reform,reforms,reformed,reforming,reformings,,,,,,,,,,,,,
refugee,refugees,,,,,,,,,,,,,,,,
refuse,refuses,refused,refusing,refusings,,,,,,,,,,,,,
regard,regards,regarded,regarding,regardings,,,,,,,,,,,,,
regardless,,,,,,,,,,,,,,,,,
region,regions,,,,,,,,,,,,,,,,
regional,regionals,,,,,,,,,,,,,,,,
register,registers,registered,registering,registerings,,,,,,,,,,,,,
registration,registrations,,,,,,,,,,,,,,,,
regret,regrets,regretted,regretting,regrettings,,,,,,,,,,,,,
regular,regulars,,,,,,,,,,,,,,,,
regularly,,,,,,,,,,,,,,,,,
regulate,regulates,regulated,regulating,regulatings,,,,,,,,,,,,,
regulation,regulations,,,,,,,,,,,,,,,,
reject,rejects,rejected,rejecting,rejectings,,,,,,,,,,,,,
relate,related;relates,related;relating,relating;relatings,relatings,,,,,,,,,,,,,
relation,relations,,,,,,,,,,,,,,,,
relationship,relationships,,,,,,,,,,,,,,,,
relative,relatives,,,,,,,,,,,,,,,,
relatively,,,,,,,,,,,,,,,,,
relax,relaxes,relaxed,relaxing,relaxings,,,,,,,,,,,,,
release,releases,released,releasing,releasings,,,,,,,,,,,,,
relevant,,,,,,,,,,,,,,,,,
reliable,reliables,,,,,,,,,,,,,,,,
relief,reliefs,,,,,,,,,,,,,,,,
religion,religions,,,,,,,,,,,,,,,,
religious,,,,,,,,,,,,,,,,,
rely,relies,relied,relying,relyings,,,,,,,,,,,,,
remain,remains,remained,remaining,remainings,,,,,,,,,,,,,
remark,remarks,remarked,remarking,remarkings,,,,,,,,,,,,,
remarkable,remarkables,,,,,,,,,,,,,,,,
remember,remembered;remembers,remembered;remembering,remembering;rememberings,rememberings,,,,,,,,,,,,,
remind,reminds,reminded,reminding,remindings,,,,,,,,,,,,,
remote,remoter,remotest,,,,,,,,,,,,,,,
remove,removes,removed,removing,removings,,,,,,,,,,,,,
rent,rents,rented,renting,rentings,,,,,,,,,,,,,
repair,repairs,repaired,repairing,repairings,,,,,,,,,,,,,
repeat,repeats,repeated,repeating,repeatings,,,,,,,,,,,,,
replace,replaces,replaced,replacing,replacings,,,,,,,,,,,,,
reply,replies,replied,replying,replyed,,,,,,,,,,,,,
report,reported;reports,reported;reporting,reporting;reportings,reportings,,,,,,,,,,,,,
reporter,reporters,,,,,,,,,,,,,,,,
represent,represents,represented,representing,representings,,,,,,,,,,,,,
representation,representations,,,,,,,,,,,,,,,,
representative,representatives,,,,,,,,,,,,,,,,
reputation,reputations,,,,,,,,,,,,,,,,
request,requests,requested,requesting,requestings,,,,,,,,,,,,,
require,required;requires,required;requiring,requiring;requirings,requirings,,,,,,,,,,,,,
requirement,requirements,,,,,,,,,,,,,,,,
rescue,rescues,rescued,rescuing,rescuings,,,,,,,,,,,,,
research,researched;researches,researched;researching,researching;researchings,researchings,,,,,,,,,,,,,
researcher,researchers,,,,,,,,,,,,,,,,
reserve,reserves,reserved,reserving,reservings,,,,,,,,,,,,,
resident,residents,,,,,,,,,,,,,,,,
resign,resigns,resigned,resigning,resignings,,,,,,,,,,,,,
resist,resists,resisted,resisting,resistings,,,,,,,,,,,,,
resistance,resistances,,,,,,,,,,,,,,,,
resolution,resolutions,,,,,,,,,,,,,,,,
resolve,resolves,resolved,resolving,resolvings,,,,,,,,,,,,,
resort,resorts,resorted,resorting,resortings,,,,,,,,,,,,,
resource,resources,resourced,resourcing,resourcings,,,,,,,,,,,,,
respect,respects,respected,respecting,respectings,,,,,,,,,,,,,
respectively,,,,,,,,,,,,,,,,,
respond,responds,responded,responding,respondings,,,,,,,,,,,,,
response,responsed;responses,responsed;responsing,responsing;responsings,responsings,,,,,,,,,,,,,
responsibility,responsibilities,,,,,,,,,,,,,,,,
responsible,responsibles,,,,,,,,,,,,,,,,
rest,rested;rests,rested;resting,resting;restings,restings,,,,,,,,,,,,,
restaurant,restaurants,,,,,,,,,,,,,,,,
restore,restores,restored,restoring,restorings,,,,,,,,,,,,,
restrict,restricts,restricted,restricting,restrictings,,,,,,,,,,,,,
restriction,restrictions,,,,,,,,,,,,,,,,
result,resulted;results,resulted;resulting,resulting;resultings,resultings,,,,,,,,,,,,,
retail,retails,retailed,retailing,retailings,,,,,,,,,,,,,
retain,retains,retained,retaining,retainings,,,,,,,,,,,,,
retire,retires,retired,retiring,retirings,,,,,,,,,,,,,
retirement,retirements,,,,,,,,,,,,,,,,
return,returns,returned,returning,returnings,,,,,,,,,,,,,
reveal,reveals,revealed,revealing,revealled,,,,,,,,,,,,,
revenue,revenues,,,,,,,,,,,,,,,,
reverse,reverses,reversed,reversing,reversings,,,,,,,,,,,,,
review,reviewed;reviews,reviewed;reviewing,reviewing;reviewings,reviewings,,,,,,,,,,,,,
revise,revises,revised,revising,revisings,,,,,,,,,,,,,
revolution,revolutions,,,,,,,,,,,,,,,,
reward,rewards,rewarded,rewarding,rewardings,,,,,,,,,,,,,
rice,rices,,,,,,,,,,,,,,,,
rich,richer,richest,,,,,,,,,,,,,,,
rid,rids,ridded,ridding,riddings,,,,,,,,,,,,,
ride,rides,rode,riding,ridden,rided,,,,,,,,,,,,
right,righted;rights,righted;righting,righter;righting,righter;rightest,rightest,,,,,,,,,,,,
ring,ringed;rings,rang;ringed,rang;ringing,ringing;rung,rung,,,,,,,,,,,,
rise,rises,rose,risen,rising,risings,,,,,,,,,,,,
risk,risks,risked,risking,riskings,,,,,,,,,,,,,
rival,rivals,rivaled,rivaling,rivalings,rivalled,rivalling,rivallings,,,,,,,,,,
river,rivers,,,,,,,,,,,,,,,,
road,roaded;roads,roaded;roading,roading;roadings,roadings,,,,,,,,,,,,,
rock,rocks,rocked,rocking,rockings,,,,,,,,,,,,,
role,roles,,,,,,,,,,,,,,,,
roll,rolls,rolled,rolling,rollings,,,,,,,,,,,,,
romantic,romantics,,,,,,,,,,,,,,,,
roof,roofs,roofed,roofing,roofings,,,,,,,,,,,,,
room,roomed;rooms,roomed;rooming,rooming;roomings,roomings,,,,,,,,,,,,,
root,roots,rooted,rooting,rootings,,,,,,,,,,,,,
rose,roses,,,,,,,,,,,,,,,,
rough,roughs,roughed,roughing,rougher,roughest,,,,,,,,,,,,
roughly,,,,,,,,,,,,,,,,,
round,rounded;rounds,rounded;rounding,rounder;rounding,rounder;roundest,rounders;roundest,rounders,,,,,,,,,,,
route,routes,routeed,routeing,routeings,,,,,,,,,,,,,
routine,routines,,,,,,,,,,,,,,,,
row,rows,rowed,rowing,rowings,,,,,,,,,,,,,
royal,royals,,,,,,,,,,,,,,,,
ruin,ruins,ruined,ruining,ruinings,,,,,,,,,,,,,
rule,ruled;rules,ruled;ruling,ruling;rulings,rulings,,,,,,,,,,,,,
run,ran;runs,ran;running,runneth;running,runneth;runnin,runnin,,,,,,,,,,,,
rural,rurals,,,,,,,,,,,,,,,,
rush,rushes,rushed,rushing,rushings,,,,,,,,,,,,,
sad,sadder,saddest,,,,,,,,,,,,,,,
safe,safer,safest,safes,,,,,,,,,,,,,,
safety,safeties,,,,,,,,,,,,,,,,
sail,sails,sailed,sailing,sailings,,,,,,,,,,,,,
sake,sakes,,,,,,,,,,,,,,,,
salary,salaries,salaried,,,,,,,,,,,,,,,
sale,sales,,,,,,,,,,,,,,,,
salt,salts,salted,salting,saltings,,,,,,,,,,,,,
same,,,,,,,,,,,,,,,,,
sample,samples,sampled,sampling,samplings,,,,,,,,,,,,,
sanction,sanctions,sanctioned,sanctioning,sanctionings,,,,,,,,,,,,,
sand,sands,sanded,sanding,sandings,,,,,,,,,,,,,
satisfaction,satisfactions,,,,,,,,,,,,,,,,
satisfy,satisfies,satisfied,satisfying,satisfyings,,,,,,,,,,,,,
save,saved;saves,saved;saving,saving;savings,savings,,,,,,,,,,,,,
say,said;says,said;saying,sayed;saying,sayed;sayin,sayin;sayings,sayings,,,,,,,,,,,
scale,scales,scaled,scaling,scalings,,,,,,,,,,,,,
scan,scans,scanned,scanning,scannings,,,,,,,,,,,,,
scare,scares,scared,scaring,scarings,scareder,scaredest,,,,,,,,,,,
scene,scenes,,,,,,,,,,,,,,,,
schedule,schedules,scheduled,scheduling,schedulings,,,,,,,,,,,,,
scheme,schemes,schemed,scheming,schemings,,,,,,,,,,,,,
scholar,scholars,,,,,,,,,,,,,,,,
school,schooled;schools,schooled;schooling,schooling;schoolings,schoolings,,,,,,,,,,,,,
science,sciences,,,,,,,,,,,,,,,,
scientific,scientifics,,,,,,,,,,,,,,,,
scientist,scientists,,,,,,,,,,,,,,,,
scope,scopes,scoped,scoping,scopings,,,,,,,,,,,,,
score,scored;scores,scored;scoring,scoring;scorings,scorings,,,,,,,,,,,,,
scream,screams,screamed,screaming,screamings,,,,,,,,,,,,,
screen,screens,screened,screening,screenings,,,,,,,,,,,,,
sea,seas,,,,,,,,,,,,,,,,
seal,seals,sealed,sealing,sealings,,,,,,,,,,,,,
search,searches,searched,searching,searchings,,,,,,,,,,,,,
season,seasons,seasoned,seasoning,seasonings,,,,,,,,,,,,,
seat,seats,seated,seating,seatings,,,,,,,,,,,,,
second,seconded;seconds,seconded;seconding,sec;seconding,sec,,,,,,,,,,,,,
secondary,secondaries,,,,,,,,,,,,,,,,
secondly,,,,,,,,,,,,,,,,,
secret,secrets,,,,,,,,,,,,,,,,
secretary,secretaries,,,,,,,,,,,,,,,,
section,sections,sectioned,sectioning,sectionings,,,,,,,,,,,,,
sector,sectors,,,,,,,,,,,,,,,,
secure,secures,secured,securing,securings,securer,securest,,,,,,,,,,,
security,securities,,,,,,,,,,,,,,,,
see,saw;sees,saw;seeing,seeing;seen,seen,,,,,,,,,,,,,
seed,seeds,seeded,seeding,seedings,,,,,,,,,,,,,
seek,seeks,sought,seeking,seeked,,,,,,,,,,,,,
seem,seemed;seems,seemed;seeming,seeming;seemings,seemings,,,,,,,,,,,,,
segment,segments,segmented,segmenting,segmentings,,,,,,,,,,,,,
select,selects,selected,selecting,selectings,,,,,,,,,,,,,
selection,selections,,,,,,,,,,,,,,,,
self,selves,,,,,,,,,,,,,,,,
sell,sells;sold,selling;sold,selled;selling,selled,,,,,,,,,,,,,
send,sended;sends,sended;sending,sending;sent,sent,,,,,,,,,,,,,
senior,seniors,,,,,,,,,,,,,,,,
sense,sensed;senses,sensed;sensing,sensing;sensings,sensings,,,,,,,,,,,,,
sensitive,,,,,,,,,,,,,,,,,
sentence,sentences,sentenced,sentencing,sentencings,,,,,,,,,,,,,
separate,separates,separated,separating,separatings,,,,,,,,,,,,,
sequence,sequences,sequenced,sequencing,sequencings,,,,,,,,,,,,,
series,,,,,,,,,,,,,,,,,
serious,,,,,,,,,,,,,,,,,
seriously,,,,,,,,,,,,,,,,,
servant,servants,,,,,,,,,,,,,,,,
serve,serves,served,serving,serveing,servings,,,,,,,,,,,,
server,servers,,,,,,,,,,,,,,,,
service,serviced;services,serviced;servicing,servicing;servicings,servicings,,,,,,,,,,,,,
session,sessions,,,,,,,,,,,,,,,,
set,sets;setted,setted;setting,setting;settings,settings,,,,,,,,,,,,,
settle,settles,settled,settling,settlings,,,,,,,,,,,,,
settlement,settlements,,,,,,,,,,,,,,,,
several,severals,,,,,,,,,,,,,,,,
severe,severer,severest,,,,,,,,,,,,,,,
sex,sexes,sexed,sexing,sexings,,,,,,,,,,,,,
sexual,sexuals,,,,,,,,,,,,,,,,
shade,shades,shaded,shading,shadings,,,,,,,,,,,,,
shadow,shadows,shadowed,shadowing,shadowings,,,,,,,,,,,,,
shake,shakes,shook,shaking,shaken,shaked,,,,,,,,,,,,
shall,shan,,,,,,,,,,,,,,,,
shape,shapes,shaped,shaping,shapings,,,,,,,,,,,,,
share,shared;shares,shared;sharing,sharing;sharings,sharings,,,,,,,,,,,,,
shareholder,shareholders,,,,,,,,,,,,,,,,
sharp,sharper,sharpest,,,,,,,,,,,,,,,
she,her;hers,hers,,,,,,,,,,,,,,,
sheep,sheeps,,,,,,,,,,,,,,,,
sheet,sheets,sheeted,sheeting,sheetings,,,,,,,,,,,,,
shelf,shelves,shelved,shelving,shelvings,,,,,,,,,,,,,
shell,shells,shelled,shelling,shellings,,,,,,,,,,,,,
shelter,shelters,sheltered,sheltering,shelterings,,,,,,,,,,,,,
shift,shifts,shifted,shifting,shiftings,,,,,,,,,,,,,
shine,shines,shined,shining,shone,,,,,,,,,,,,,
ship,ships,shipped,shipping,shippings,,,,,,,,,,,,,
shirt,shirts,shirted,shirting,shirtings,,,,,,,,,,,,,
shock,shocks,shocked,shocking,shockings,,,,,,,,,,,,,
shoe,shoes,shoed,shod,shoeing,shoeings,,,,,,,,,,,,
shoot,shoots,shooted,shooting,shootings,,,,,,,,,,,,,
shop,shopped;shops,shopped;shopping,shopping;shoppings,shoppings,,,,,,,,,,,,,
shore,shores,shored,shoring,shorings,,,,,,,,,,,,,
short,shorted;shorts,shorted;shorting,shorter;shorting,shorter;shortest,shortest,,,,,,,,,,,,
shot,shots,,,,,,,,,,,,,,,,
should,shoulda;shouldn,shoulda,,,,,,,,,,,,,,,
shoulder,shoulders,shouldered,shouldering,shoulderings,,,,,,,,,,,,,
shout,shouts,shouted,shouting,shoutings,,,,,,,,,,,,,
show,showed;shows,showed;showing,showing;shown,showings;shown,showings,,,,,,,,,,,,
shower,showers,showered,showering,showerings,,,,,,,,,,,,,
shut,shuts,shutted,shutting,shuttings,,,,,,,,,,,,,
sick,sicks,sicked,sicking,sicker,sickest,,,,,,,,,,,,
side,sided;sides,sided;siding,siding;sidings,sidings,,,,,,,,,,,,,
sigh,sighs,sighed,sighing,sighings,,,,,,,,,,,,,
sight,sights,sighted,sighting,sightings,,,,,,,,,,,,,
sign,signed;signs,signed;signing,signing;signings,signings,,,,,,,,,,,,,
signal,signals,signaled,signalled,signaling,signalling,signallings,,,,,,,,,,,
significance,significances,,,,,,,,,,,,,,,,
significant,significants,,,,,,,,,,,,,,,,
significantly,,,,,,,,,,,,,,,,,
silence,silences,silenced,silencing,silencings,,,,,,,,,,,,,
silent,,,,,,,,,,,,,,,,,
silly,sillier,silliest,,,,,,,,,,,,,,,
silver,silvers,silvered,silvering,silverings,,,,,,,,,,,,,
similar,similars,,,,,,,,,,,,,,,,
similarly,,,,,,,,,,,,,,,,,
simple,simpler,simplest,,,,,,,,,,,,,,,
simply,,,,,,,,,,,,,,,,,
since,,,,,,,,,,,,,,,,,
sing,sang;sings,sang;singing,singing;sung,singin;sung,singin,,,,,,,,,,,,
singer,singers,,,,,,,,,,,,,,,,
single,singled;singles,singled;singling,singling;singlings,singlings,,,,,,,,,,,,,
sink,sinks,sank,sinking,sunk,sinked,,,,,,,,,,,,
sir,sirs,,,,,,,,,,,,,,,,
sister,sisters,,,,,,,,,,,,,,,,
sit,sat;sits,sat;sitting,sitting;sittings,sittings,,,,,,,,,,,,,
site,sited;sites,sited;siting,siting;sitings,sitings,,,,,,,,,,,,,
situate,situates,situated,situating,situatings,,,,,,,,,,,,,
situation,situations,,,,,,,,,,,,,,,,
size,sized;sizes,sized;sizing,sizing;sizings,sizings,,,,,,,,,,,,,
ski,skis,skied,skiing,skiings,,,,,,,,,,,,,
skill,skills,skilled,,,,,,,,,,,,,,,
skin,skins,skinned,skinning,skinnings,,,,,,,,,,,,,
skirt,skirts,skirted,skirting,skirtings,,,,,,,,,,,,,
sky,skies,,,,,,,,,,,,,,,,
slave,slaves,slaved,slaving,slavings,,,,,,,,,,,,,
sleep,sleeps;slept,sleeping;slept,sleeping;sleepings,sleepings,,,,,,,,,,,,,
slice,slices,sliced,slicing,slicings,,,,,,,,,,,,,
slide,slides,slid,sliding,slided,,,,,,,,,,,,,
slight,slights,slighted,slighting,slighter,slightest,,,,,,,,,,,,
slightly,,,,,,,,,,,,,,,,,
slip,slips,slipped,slipping,slippings,,,,,,,,,,,,,
slope,slopes,sloped,sloping,slopings,,,,,,,,,,,,,
slow,slows,slowed,slowing,slower,slowest,,,,,,,,,,,,
slowly,,,,,,,,,,,,,,,,,
small,smaller;smallest,smallest;smalls,smalls,,,,,,,,,,,,,,
smart,smarts,smarted,smarting,smarter,smartest,,,,,,,,,,,,
smell,smells,smelled,smelling,smellings,,,,,,,,,,,,,
smile,smiles,smiled,smiling,smilin,,,,,,,,,,,,,
smoke,smokes,smoked,smoking,smokings,,,,,,,,,,,,,
smooth,smooths,smoothed,smoothing,smoother,smoothest,,,,,,,,,,,,
snap,snaps,snapped,snapping,snappings,,,,,,,,,,,,,
snow,snows,snowed,snowing,snowings,,,,,,,,,,,,,
so,,,,,,,,,,,,,,,,,
social,socials,,,,,,,,,,,,,,,,
society,societies,societys,,,,,,,,,,,,,,,
soft,softer,softest,,,,,,,,,,,,,,,
software,,,,,,,,,,,,,,,,,
soil,soils,soiled,soiling,soilings,,,,,,,,,,,,,
solar,solars,,,,,,,,,,,,,,,,
soldier,soldiers,soldiered,soldiering,soldierings,,,,,,,,,,,,,
solid,solids,,,,,,,,,,,,,,,,
solution,solutions,,,,,,,,,,,,,,,,
solve,solves,solved,solving,solvings,,,,,,,,,,,,,
some,,,,,,,,,,,,,,,,,
somebody,somebodies;somebodys,somebodys,,,,,,,,,,,,,,,
somehow,somehows,,,,,,,,,,,,,,,,
someone,someones,,,,,,,,,,,,,,,,
something,somethin;somethings,somethings,,,,,,,,,,,,,,,
sometimes,,,,,,,,,,,,,,,,,
somewhat,,,,,,,,,,,,,,,,,
somewhere,somewheres,,,,,,,,,,,,,,,,
son,sons,soned,sonning,sonnings,,,,,,,,,,,,,
song,songs,,,,,,,,,,,,,,,,
soon,sooner;soonest,soonest,,,,,,,,,,,,,,,
sorry,sorrier;sorriest,sorriest,,,,,,,,,,,,,,,
sort,sorted;sorts,sorted;sorting,sorting;sortings,sortings,,,,,,,,,,,,,
soul,souls,,,,,,,,,,,,,,,,
sound,sounded;sounds,sounded;sounding,sounding;soundings,soundings,,,,,,,,,,,,,
source,sources,sourced,sourcing,sourcings,,,,,,,,,,,,,
south,souths,,,,,,,,,,,,,,,,
southern,,,,,,,,,,,,,,,,,
space,spaces,spaced,spacing,spacings,,,,,,,,,,,,,
spare,spares,spared,sparing,sparer,sparest,,,,,,,,,,,,
speak,speaks;spoke,speaking;spoke,speaking;spoken,spoken,,,,,,,,,,,,,
speaker,speakers,,,,,,,,,,,,,,,,
special,specialled;specials,specialled;specialling,specialling;speciallings,speciallings,,,,,,,,,,,,,
specialist,specialists,,,,,,,,,,,,,,,,
specialize,specializes,specialized,specializing,specialise,specialises,specialised,specialising,specialisings,,,,,,,,,
species,,,,,,,,,,,,,,,,,
specific,specifics,,,,,,,,,,,,,,,,
specifically,,,,,,,,,,,,,,,,,
specify,specifies,specified,specifying,specifyings,,,,,,,,,,,,,
speech,speeches,,,,,,,,,,,,,,,,
speed,speeds,sped,speeded,speeding,speedings,,,,,,,,,,,,
spell,spells,spelled,spelling,spelt,spellings,,,,,,,,,,,,
spend,spended;spends,spended;spending,spending;spent,spendings;spent,spendings,,,,,,,,,,,,
spin,spins,spun,spinning,spinnings,,,,,,,,,,,,,
spirit,spirits,spirited,spiriting,spiritings,,,,,,,,,,,,,
split,splits,splitted,splitting,splittings,,,,,,,,,,,,,
sponsor,sponsors,sponsored,sponsoring,sponsorings,,,,,,,,,,,,,
sport,sports,sported,sporting,sportings,,,,,,,,,,,,,
spot,spots,spotted,spotting,spottings,,,,,,,,,,,,,
spread,spreads,spreaded,spreading,spreadings,,,,,,,,,,,,,
spring,springs,sprang,sprung,springing,springings,,,,,,,,,,,,
square,squares,squared,squaring,squarer,squarest,,,,,,,,,,,,
stability,stabilities,,,,,,,,,,,,,,,,
stable,stables,stabled,stabling,stablings,,,,,,,,,,,,,
staff,staffed;staffs,staffed;staffing,staffing;staffings,staffings,,,,,,,,,,,,,
stage,staged;stages,staged;staging,staging;stagings,stagings,,,,,,,,,,,,,
stain,stains,stained,staining,stainings,,,,,,,,,,,,,
stair,stairs,,,,,,,,,,,,,,,,
stake,stakes,staked,staking,stakings,,,,,,,,,,,,,
stamp,stamps,stamped,stamping,stampings,,,,,,,,,,,,,
stand,stands;stood,standing;stood,standed;standing,standed;standings,standings,,,,,,,,,,,,
standard,standards,,,,,,,,,,,,,,,,
star,stars,starred,starring,starrings,,,,,,,,,,,,,
stare,stares,stared,staring,starings,,,,,,,,,,,,,
start,started;starts,started;starting,starting;startings,startings,,,,,,,,,,,,,
state,stated;states,stated;stating,stating;statings,statings,,,,,,,,,,,,,
statement,statemented;statements,statemented;statementing,statementing;statementings,statementings,,,,,,,,,,,,,
station,stations,stationed,stationing,stationings,,,,,,,,,,,,,
statistic,,,,,,,,,,,,,,,,,
status,,,,,,,,,,,,,,,,,
stay,stayed;stays,stayed;staying,staying;stayings,stayings,,,,,,,,,,,,,
steady,steadies,steadied,steadying,steadyed,steadier,steadiest,,,,,,,,,,,
steal,steals,stole,stealing,stolen,stealed,,,,,,,,,,,,
steel,steels,steeled,steeling,steelings,,,,,,,,,,,,,
stem,stems,stemmed,stemming,stemmings,,,,,,,,,,,,,
step,stepped;steps,stepped;stepping,stepping;steppings,steppings,,,,,,,,,,,,,
stick,sticks;stuck,sticking;stuck,sticked;sticking,sticked,,,,,,,,,,,,,
still,stilled;stills,stilled;stilling,stiller;stilling,stiller;stillest,stillest,,,,,,,,,,,,
stimulate,stimulates,stimulated,stimulating,stimulatings,,,,,,,,,,,,,
stir,stirs,stirred,stirring,stirrings,,,,,,,,,,,,,
stock,stocks,stocked,stocking,,,,,,,,,,,,,,
stomach,stomachs,stomached,stomaching,stomachings,,,,,,,,,,,,,
stone,stones,stoned,stoning,stonings,,,,,,,,,,,,,
stop,stopped;stops,stopped;stopping,stopping;stoppings,stoppings,,,,,,,,,,,,,
storage,storages,,,,,,,,,,,,,,,,
store,stores,stored,storing,storings,,,,,,,,,,,,,
storm,storms,stormed,storming,stormings,,,,,,,,,,,,,
story,storied;stories,storey;storied,storey;storys,storeys;storys,storeys,,,,,,,,,,,,
straight,straighter;straightest,straightest;straights,straights,,,,,,,,,,,,,,
strain,strains,strained,straining,strainings,,,,,,,,,,,,,
strange,strangest,,,,,,,,,,,,,,,,
stranger,strangers,,,,,,,,,,,,,,,,
strategy,strategies,,,,,,,,,,,,,,,,
stream,streams,streamed,streaming,streamings,,,,,,,,,,,,,
street,streets,,,,,,,,,,,,,,,,
strength,strengths,,,,,,,,,,,,,,,,
strengthen,strengthens,strengthened,strengthening,strengthenings,,,,,,,,,,,,,
stress,stresses,stressed,stressing,stressings,,,,,,,,,,,,,
stretch,stretches,stretched,stretching,stretchs,,,,,,,,,,,,,
strict,stricter,strictest,,,,,,,,,,,,,,,
strike,strikes,struck,striking,strikings,,,,,,,,,,,,,
string,strings,strung,stringing,stringed,,,,,,,,,,,,,
strip,strips,stripped,stripping,strippings,,,,,,,,,,,,,
stroke,strokes,stroked,stroking,strokings,,,,,,,,,,,,,
strong,stronger;strongest,strongest,,,,,,,,,,,,,,,
strongly,,,,,,,,,,,,,,,,,
structural,structurals,,,,,,,,,,,,,,,,
structure,structures,structured,structuring,structurings,,,,,,,,,,,,,
struggle,struggles,struggled,struggling,strugglings,,,,,,,,,,,,,
student,students,,,,,,,,,,,,,,,,
studio,studios,,,,,,,,,,,,,,,,
study,studied;studies,studied;studying,studying;studyings,studyings,,,,,,,,,,,,,
stuff,stuffed;stuffs,stuffed;stuffing,stuffing;stuffings,stuffings,,,,,,,,,,,,,
stupid,stupider,stupidest,,,,,,,,,,,,,,,
style,styles,styled,styling,stylings,,,,,,,,,,,,,
subject,subjected;subjects,subjected;subjecting,subjecting;subjectings,subjectings,,,,,,,,,,,,,
submit,submits,submitted,submitting,submittings,,,,,,,,,,,,,
subsequent,,,,,,,,,,,,,,,,,
subsequently,,,,,,,,,,,,,,,,,
substance,substances,,,,,,,,,,,,,,,,
substantial,substantials,,,,,,,,,,,,,,,,
substitute,substitutes,substituted,substituting,substitutings,,,,,,,,,,,,,
succeed,succeeds,succeeded,succeeding,succeedings,,,,,,,,,,,,,
success,successes,,,,,,,,,,,,,,,,
successful,,,,,,,,,,,,,,,,,
successfully,,,,,,,,,,,,,,,,,
such,,,,,,,,,,,,,,,,,
sudden,,,,,,,,,,,,,,,,,
suddenly,,,,,,,,,,,,,,,,,
suffer,suffers,suffered,sufferring,sufferred,suffering,sufferrings,sufferings,,,,,,,,,,
sufficient,,,,,,,,,,,,,,,,,
sugar,sugars,sugared,,,,,,,,,,,,,,,
suggest,suggested;suggests,suggested;suggesting,suggesting;suggestings,suggestings,,,,,,,,,,,,,
suggestion,suggestions,,,,,,,,,,,,,,,,
suit,suits,suited,suiting,suitings,,,,,,,,,,,,,
suitable,suitables,,,,,,,,,,,,,,,,
sum,sums,summed,summing,summings,,,,,,,,,,,,,
summarize,summarizes,summarized,summarizing,summarise,summarises,summarised,summarising,summarisings,,,,,,,,,
summary,summaries,,,,,,,,,,,,,,,,
summer,summered;summers,summered;summering,summering;summerings,summerings,,,,,,,,,,,,,
